id,date,primary_type,location_description,arrest,domestic,community_area,year,latitude,longitude
13973852,2025-09-16T17:00:00.000,BURGLARY,STREET,False,False,25,2025,41.87833927,-87.772958797
13969712,2025-09-16T17:00:00.000,MOTOR VEHICLE THEFT,ALLEY,False,False,2,2025,42.012198312,-87.693948991
13971875,2025-09-16T17:00:00.000,THEFT,STREET,False,False,19,2025,41.93324825,-87.755146435
13969473,2025-09-16T17:00:00.000,DECEPTIVE PRACTICE,APARTMENT,False,False,1,2025,42.01260457,-87.676473684
13968844,2025-09-16T17:00:00.000,ASSAULT,APARTMENT,False,False,68,2025,41.764268496,-87.643003179
13973686,2025-09-16T16:56:00.000,OTHER OFFENSE,RESIDENCE,False,False,61,2025,41.800423025,-87.665970138
13968771,2025-09-16T16:51:00.000,OTHER OFFENSE,STREET,True,False,23,2025,41.895560172,-87.705724945
13968776,2025-09-16T16:51:00.000,BATTERY,RESIDENCE,True,True,73,2025,41.711587565,-87.63464167
13970119,2025-09-16T16:49:00.000,BATTERY,APARTMENT,False,True,25,2025,41.895575037,-87.755618586
13968894,2025-09-16T16:45:00.000,BURGLARY,APARTMENT,False,False,26,2025,41.873435105,-87.726481003
13971140,2025-09-16T16:42:00.000,THEFT,RESIDENCE - PORCH / HALLWAY,False,False,6,2025,41.95178149,-87.656511811
13969104,2025-09-16T16:42:00.000,BATTERY,ALLEY,False,True,43,2025,41.767120022,-87.573879063
13969063,2025-09-16T16:40:00.000,BATTERY,ALLEY,False,True,27,2025,41.869924732,-87.695996602
13969069,2025-09-16T16:40:00.000,OTHER OFFENSE,RESIDENCE,False,True,45,2025,41.748759173,-87.592990125
13968926,2025-09-16T16:38:00.000,CRIMINAL TRESPASS,BANK,False,False,7,2025,41.918633393,-87.648528893
13968913,2025-09-16T16:38:00.000,CRIMINAL TRESPASS,RESIDENCE,False,False,11,2025,41.979463546,-87.763375058
13969039,2025-09-16T16:36:00.000,PUBLIC PEACE VIOLATION,CHA APARTMENT,True,False,38,2025,41.821169999,-87.624771489
13969357,2025-09-16T16:30:00.000,THEFT,APARTMENT,False,False,40,2025,41.786596688,-87.620634884
13969437,2025-09-16T16:30:00.000,MOTOR VEHICLE THEFT,RESIDENCE,False,False,73,2025,41.702277082,-87.650792808
13970037,2025-09-16T16:30:00.000,THEFT,DRUG STORE,False,False,8,2025,41.891037284,-87.618343879
13968941,2025-09-16T16:29:00.000,BATTERY,APARTMENT,False,False,68,2025,41.757113993,-87.642984565
13968956,2025-09-16T16:25:00.000,ASSAULT,STREET,False,False,63,2025,41.787239373,-87.703376112
13968767,2025-09-16T16:20:00.000,BATTERY,PARK PROPERTY,False,False,2,2025,42.001822361,-87.689987495
13968867,2025-09-16T16:16:00.000,THEFT,SMALL RETAIL STORE,False,False,21,2025,41.945238279,-87.712670479
13970006,2025-09-16T16:15:00.000,THEFT,GROCERY FOOD STORE,False,False,7,2025,41.932296922,-87.648996495
13968697,2025-09-16T16:15:00.000,THEFT,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,22,2025,41.930896787,-87.697587655
13972215,2025-09-16T16:15:00.000,THEFT,APARTMENT,False,False,32,2025,41.868435518,-87.625846844
13968945,2025-09-16T16:15:00.000,ROBBERY,STREET,False,False,61,2025,41.806253938,-87.664908299
13969468,2025-09-16T16:15:00.000,ASSAULT,APARTMENT,False,False,67,2025,41.779273063,-87.676972155
13968727,2025-09-16T16:05:00.000,OTHER OFFENSE,VEHICLE NON-COMMERCIAL,True,False,30,2025,41.847266984,-87.708773677
13968955,2025-09-16T16:03:00.000,OTHER OFFENSE,APARTMENT,False,True,57,2025,41.798185426,-87.731878419
13971728,2025-09-16T16:00:00.000,OTHER OFFENSE,RESIDENCE,False,True,19,2025,41.920606458,-87.744516574
13970722,2025-09-16T16:00:00.000,BATTERY,SCHOOL - PUBLIC GROUNDS,False,False,71,2025,41.739136686,-87.644921227
13969330,2025-09-16T16:00:00.000,CRIMINAL DAMAGE,STREET,False,False,28,2025,41.876498368,-87.658257752
13969627,2025-09-16T16:00:00.000,OTHER OFFENSE,APARTMENT,False,False,1,2025,41.998170474,-87.66229662
13968755,2025-09-16T16:00:00.000,BATTERY,OTHER (SPECIFY),True,False,3,2025,41.967189655,-87.660150847
13970777,2025-09-16T16:00:00.000,BURGLARY,WAREHOUSE,False,False,31,2025,41.859269673,-87.666191925
13969333,2025-09-16T16:00:00.000,CRIMINAL DAMAGE,APARTMENT,False,False,30,2025,41.850938974,-87.702777187
13969313,2025-09-16T16:00:00.000,THEFT,APARTMENT,False,False,69,2025,41.776150283,-87.615522623
13971587,2025-09-16T16:00:00.000,MOTOR VEHICLE THEFT,STREET,False,False,7,2025,41.921093508,-87.636428384
13969655,2025-09-16T16:00:00.000,ROBBERY,STREET,False,False,69,2025,41.772425799,-87.62029321
13970558,2025-09-16T16:00:00.000,THEFT,RESIDENCE - GARAGE,False,False,25,2025,41.906431144,-87.753419418
13970047,2025-09-16T16:00:00.000,THEFT,ATHLETIC CLUB,False,False,22,2025,41.930896787,-87.697587655
13971149,2025-09-16T16:00:00.000,THEFT,APARTMENT,False,False,76,2025,41.977609479,-87.846467101
13969493,2025-09-16T16:00:00.000,MOTOR VEHICLE THEFT,STREET,False,False,24,2025,41.89668104,-87.685681196
13971869,2025-09-16T16:00:00.000,BURGLARY,RESIDENCE - GARAGE,False,False,51,2025,41.701819732,-87.562007002
13969043,2025-09-16T15:59:00.000,ASSAULT,SIDEWALK,False,False,69,2025,41.772324238,-87.614564483
13968872,2025-09-16T15:58:00.000,BATTERY,CTA BUS,False,False,71,2025,41.748074236,-87.663379392
13968947,2025-09-16T15:55:00.000,ASSAULT,RESIDENCE,False,True,73,2025,41.722675541,-87.655412282
13969434,2025-09-16T15:54:00.000,BATTERY,STREET,False,False,45,2025,41.737094305,-87.572998178
13968742,2025-09-16T15:50:00.000,ASSAULT,RESIDENCE - YARD (FRONT / BACK),False,False,24,2025,41.905881059,-87.663903147
13969891,2025-09-16T15:50:00.000,BATTERY,RESIDENCE,False,True,38,2025,41.814286343,-87.619730054
13968981,2025-09-16T15:43:00.000,BATTERY,STREET,False,False,2,2025,41.989706065,-87.706228203
13968657,2025-09-16T15:37:00.000,OTHER OFFENSE,STREET,True,False,66,2025,41.766062204,-87.683279663
13968824,2025-09-16T15:37:00.000,THEFT,GROCERY FOOD STORE,True,False,44,2025,41.736269116,-87.627768243
13968811,2025-09-16T15:37:00.000,BATTERY,SIDEWALK,True,False,22,2025,41.92938643,-87.707892425
13968759,2025-09-16T15:36:00.000,WEAPONS VIOLATION,STREET,False,False,57,2025,41.808989344,-87.726077249
13969092,2025-09-16T15:33:00.000,ASSAULT,SMALL RETAIL STORE,False,False,44,2025,41.743125083,-87.605007694
13968892,2025-09-16T15:31:00.000,OTHER OFFENSE,APARTMENT,False,False,23,2025,41.913078836,-87.710160526
13970369,2025-09-16T15:30:00.000,BATTERY,SIDEWALK,False,False,43,2025,41.766237869,-87.577019873
13968836,2025-09-16T15:30:00.000,THEFT,STREET,False,True,71,2025,41.75654484,-87.666025422
13969034,2025-09-16T15:25:00.000,THEFT,APARTMENT,False,False,35,2025,41.843922218,-87.6269207
13968647,2025-09-16T15:24:00.000,NARCOTICS,STREET,True,False,23,2025,41.895534373,-87.708542372
13968790,2025-09-16T15:24:00.000,ROBBERY,CURRENCY EXCHANGE,False,False,3,2025,41.9646299,-87.656982534
13969506,2025-09-16T15:21:00.000,CRIMINAL DAMAGE,STREET,False,False,57,2025,41.803530236,-87.729583791
13968718,2025-09-16T15:20:00.000,OTHER OFFENSE,STREET,True,False,16,2025,41.961095505,-87.715939661
13969045,2025-09-16T15:20:00.000,BATTERY,STREET,False,False,68,2025,41.779804703,-87.641304035
13968729,2025-09-16T15:20:00.000,DECEPTIVE PRACTICE,STREET,False,False,3,2025,41.975533134,-87.66834487
13970057,2025-09-16T15:20:00.000,THEFT,COMMERCIAL / BUSINESS OFFICE,False,False,8,2025,41.893689002,-87.624223944
13969065,2025-09-16T15:20:00.000,ROBBERY,SMALL RETAIL STORE,False,False,62,2025,41.799701947,-87.7233483
13968686,2025-09-16T15:19:00.000,OTHER OFFENSE,STREET,True,False,53,2025,41.682070366,-87.627588216
13968738,2025-09-16T15:19:00.000,BATTERY,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,23,2025,41.910106765,-87.707625112
13968653,2025-09-16T15:18:00.000,NARCOTICS,STREET,True,False,29,2025,41.861827331,-87.721388897
13969126,2025-09-16T15:16:00.000,BATTERY,SIDEWALK,False,False,2,2025,41.987362912,-87.702293402
13970048,2025-09-16T15:16:00.000,THEFT,RESIDENCE - YARD (FRONT / BACK),False,False,22,2025,41.916261985,-87.716739385
13968946,2025-09-16T15:06:00.000,ASSAULT,STREET,False,True,44,2025,41.750532119,-87.618138846
13970995,2025-09-16T15:00:00.000,BATTERY,STREET,False,False,16,2025,41.946542477,-87.736084376
13971204,2025-09-16T15:00:00.000,BATTERY,APARTMENT,False,False,3,2025,41.964351639,-87.661000678
13968915,2025-09-16T15:00:00.000,THEFT,STREET,False,False,43,2025,41.761893792,-87.574959656
13969615,2025-09-16T15:00:00.000,THEFT,STREET,False,False,64,2025,41.779482218,-87.783176818
13969328,2025-09-16T15:00:00.000,BATTERY,APARTMENT,False,True,44,2025,41.748723023,-87.613647818
13973133,2025-09-16T15:00:00.000,THEFT,RESIDENCE - YARD (FRONT / BACK),False,False,17,2025,41.938933098,-87.789732734
13972234,2025-09-16T15:00:00.000,THEFT,RESIDENCE - YARD (FRONT / BACK),False,False,6,2025,41.933624441,-87.67087155
13973258,2025-09-16T15:00:00.000,THEFT,BAR OR TAVERN,False,False,8,2025,41.896702014,-87.626423821
13968705,2025-09-16T15:00:00.000,CRIMINAL TRESPASS,GROCERY FOOD STORE,True,False,44,2025,41.736269116,-87.627768243
13975949,2025-09-16T15:00:00.000,OTHER OFFENSE,STREET,False,False,2,2025,,
13969078,2025-09-16T15:00:00.000,BURGLARY,APARTMENT,False,False,60,2025,41.839440637,-87.642680243
13968907,2025-09-16T15:00:00.000,CRIMINAL DAMAGE,STREET,False,False,17,2025,41.943721978,-87.833881921
13969723,2025-09-16T15:00:00.000,DECEPTIVE PRACTICE,RESIDENCE,False,False,71,2025,41.73911754,-87.644016412
13969476,2025-09-16T15:00:00.000,THEFT,COMMERCIAL / BUSINESS OFFICE,False,False,32,2025,41.886190872,-87.624527215
13968671,2025-09-16T14:57:00.000,WEAPONS VIOLATION,SIDEWALK,True,False,73,2025,41.702536488,-87.652423302
13968688,2025-09-16T14:55:00.000,NARCOTICS,STREET,True,False,3,2025,41.965387049,-87.658338686
13968677,2025-09-16T14:48:00.000,BATTERY,APARTMENT,False,False,30,2025,41.852731587,-87.701390474
13968815,2025-09-16T14:48:00.000,THEFT,SMALL RETAIL STORE,True,False,65,2025,41.754592961,-87.741528537
13968606,2025-09-16T14:47:00.000,NARCOTICS,ALLEY,True,False,27,2025,41.873807522,-87.69445629
13968826,2025-09-16T14:42:00.000,THEFT,GROCERY FOOD STORE,False,False,64,2025,41.77767637,-87.742269586
13968659,2025-09-16T14:40:00.000,BATTERY,RESTAURANT,False,True,7,2025,41.921912654,-87.664812223
13968734,2025-09-16T14:35:00.000,ASSAULT,HOTEL / MOTEL,True,False,32,2025,41.887636354,-87.619094272
13969556,2025-09-16T14:30:00.000,BURGLARY,PARK PROPERTY,False,False,32,2025,41.870477315,-87.620533646
13969347,2025-09-16T14:30:00.000,CRIMINAL DAMAGE,STREET,False,False,46,2025,41.749102734,-87.554060732
13968970,2025-09-16T14:25:00.000,BATTERY,RESIDENCE,False,True,58,2025,41.809287015,-87.697903839
13968651,2025-09-16T14:23:00.000,BATTERY,APARTMENT,False,True,14,2025,41.96542408,-87.718162896
13968679,2025-09-16T14:21:00.000,OFFENSE INVOLVING CHILDREN,SCHOOL - PUBLIC BUILDING,False,False,43,2025,41.769014078,-87.572709347
13975232,2025-09-16T14:20:00.000,THEFT,RESIDENCE - PORCH / HALLWAY,False,False,25,2025,41.880228833,-87.766002008
13971152,2025-09-16T14:19:00.000,THEFT,APARTMENT,False,False,77,2025,41.988008918,-87.655322651
13968741,2025-09-16T14:17:00.000,BATTERY,SCHOOL - PUBLIC BUILDING,False,False,24,2025,41.899065363,-87.667375699
13968628,2025-09-16T14:15:00.000,MOTOR VEHICLE THEFT,STREET,False,False,7,2025,41.9251405,-87.63585519
13968645,2025-09-16T14:13:00.000,WEAPONS VIOLATION,STREET,True,False,33,2025,41.865268259,-87.625782641
13969014,2025-09-16T14:10:00.000,THEFT,SMALL RETAIL STORE,False,False,28,2025,41.884453785,-87.651266342
13968673,2025-09-16T14:07:00.000,BATTERY,APARTMENT,True,True,69,2025,41.754966423,-87.602363348
13968954,2025-09-16T14:01:00.000,THEFT,SMALL RETAIL STORE,False,False,64,2025,41.777995351,-87.76468954
13971705,2025-09-16T14:00:00.000,BATTERY,SCHOOL - PUBLIC GROUNDS,False,False,43,2025,41.769014078,-87.572709347
13969456,2025-09-16T14:00:00.000,CRIMINAL DAMAGE,STREET,False,False,24,2025,41.898037705,-87.700132236
13968923,2025-09-16T14:00:00.000,OTHER OFFENSE,APARTMENT,False,False,14,2025,41.962032815,-87.713169339
13970917,2025-09-16T14:00:00.000,THEFT,RESIDENCE - YARD (FRONT / BACK),False,False,25,2025,41.900850385,-87.76681864
13968704,2025-09-16T14:00:00.000,BATTERY,STREET,False,False,3,2025,41.961331538,-87.646840172
13974660,2025-09-16T14:00:00.000,DECEPTIVE PRACTICE,RESIDENCE,False,False,62,2025,41.788804774,-87.714189079
13975711,2025-09-16T14:00:00.000,BATTERY,SCHOOL - PUBLIC BUILDING,False,False,38,2025,,
13968621,2025-09-16T13:55:00.000,THEFT,RESIDENCE,False,False,61,2025,41.811831791,-87.641975496
13968708,2025-09-16T13:52:00.000,WEAPONS VIOLATION,CTA BUS STOP,False,False,70,2025,41.751177563,-87.682876487
13968684,2025-09-16T13:47:00.000,ASSAULT,RESTAURANT,True,False,23,2025,41.895550165,-87.706907742
13968851,2025-09-16T13:45:00.000,THEFT,STREET,False,False,24,2025,41.91112235,-87.662459662
13970001,2025-09-16T13:43:00.000,SEX OFFENSE,PARK PROPERTY,True,False,15,2025,41.942842093,-87.761731154
13968857,2025-09-16T13:43:00.000,BURGLARY,STREET,False,False,5,2025,41.941357975,-87.681476488
13968601,2025-09-16T13:42:00.000,BATTERY,RESIDENCE,False,True,42,2025,41.774093686,-87.607047693
13970200,2025-09-16T13:40:00.000,ASSAULT,STREET,False,False,6,2025,41.939964824,-87.650472935
13968579,2025-09-16T13:40:00.000,NARCOTICS,STREET,True,False,27,2025,41.873763257,-87.699343804
13976437,2025-09-16T13:40:00.000,THEFT,DEPARTMENT STORE,False,False,63,2025,,
13975389,2025-09-16T13:33:00.000,SEX OFFENSE,RESIDENCE,False,False,15,2025,,
13968854,2025-09-16T13:30:00.000,OTHER OFFENSE,APARTMENT,False,False,16,2025,41.959877611,-87.731022096
13970051,2025-09-16T13:27:00.000,THEFT,TAVERN / LIQUOR STORE,False,False,39,2025,41.809649854,-87.596041839
13969388,2025-09-16T13:27:00.000,DECEPTIVE PRACTICE,APARTMENT,False,False,6,2025,41.942526001,-87.662248182
13968683,2025-09-16T13:23:00.000,NARCOTICS,STREET,True,False,68,2025,41.764519786,-87.640071759
13968526,2025-09-16T13:15:00.000,ASSAULT,SIDEWALK,False,True,50,2025,41.692766919,-87.610233382
13969058,2025-09-16T13:15:00.000,SEX OFFENSE,SCHOOL - PUBLIC BUILDING,False,False,2,2025,41.992738481,-87.698256423
13976366,2025-09-16T13:11:00.000,THEFT,RESIDENCE - PORCH / HALLWAY,False,False,41,2025,,
13968633,2025-09-16T13:11:00.000,THEFT,SMALL RETAIL STORE,False,False,15,2025,41.946333032,-87.766772709
13972631,2025-09-16T13:00:00.000,BATTERY,APARTMENT,False,True,68,2025,41.760683041,-87.641857727
13971700,2025-09-16T13:00:00.000,MOTOR VEHICLE THEFT,STREET,False,False,39,2025,41.803181616,-87.585432024
13971546,2025-09-16T13:00:00.000,THEFT,STREET,False,False,29,2025,41.858760768,-87.732592274
13968570,2025-09-16T13:00:00.000,ASSAULT,RESTAURANT,False,False,28,2025,41.86946565,-87.653738729
13968676,2025-09-16T13:00:00.000,BURGLARY,STREET,False,False,68,2025,41.7845263,-87.630238711
13968931,2025-09-16T13:00:00.000,CRIMINAL DAMAGE,APARTMENT,False,False,16,2025,41.959877611,-87.731022096
13968746,2025-09-16T12:57:00.000,THEFT,BANK,False,False,21,2025,41.946618646,-87.709131893
13969032,2025-09-16T12:55:00.000,DECEPTIVE PRACTICE,SIDEWALK,False,False,41,2025,41.793332648,-87.590970213
13969607,2025-09-16T12:55:00.000,DECEPTIVE PRACTICE,RESTAURANT,False,False,17,2025,41.952908208,-87.787165602
13968656,2025-09-16T12:51:00.000,BURGLARY,RESIDENCE,True,False,22,2025,41.924047553,-87.690258662
13968510,2025-09-16T12:50:00.000,NARCOTICS,SIDEWALK,True,False,25,2025,41.880123084,-87.772407085
13968548,2025-09-16T12:45:00.000,THEFT,APARTMENT,False,True,19,2025,41.937866979,-87.744387223
13970759,2025-09-16T12:45:00.000,BATTERY,SCHOOL - PUBLIC GROUNDS,False,False,71,2025,41.751636442,-87.641628664
13969391,2025-09-16T12:45:00.000,BATTERY,PARK PROPERTY,False,False,30,2025,41.840492863,-87.700020957
13968831,2025-09-16T12:45:00.000,CRIMINAL DAMAGE,STREET,False,False,61,2025,41.812481854,-87.646495093
13975295,2025-09-16T12:43:00.000,THEFT,DEPARTMENT STORE,False,False,32,2025,41.882394062,-87.627844798
13968707,2025-09-16T12:40:00.000,DECEPTIVE PRACTICE,SMALL RETAIL STORE,False,False,14,2025,41.965404069,-87.736202402
13969021,2025-09-16T12:39:00.000,THEFT,RESTAURANT,False,False,16,2025,41.939045752,-87.730924133
13968534,2025-09-16T12:34:00.000,THEFT,SIDEWALK,False,True,66,2025,41.778548046,-87.688510037
13974720,2025-09-16T12:32:00.000,CRIMINAL TRESPASS,GAS STATION,True,False,3,2025,41.975837637,-87.659853835
13968536,2025-09-16T12:31:00.000,OTHER OFFENSE,RESIDENCE,False,False,56,2025,41.808931483,-87.74074624
13968622,2025-09-16T12:30:00.000,OTHER OFFENSE,STREET,True,False,69,2025,41.758300638,-87.621134974
13970991,2025-09-16T12:30:00.000,SEX OFFENSE,SCHOOL - PUBLIC BUILDING,False,False,64,2025,41.777316409,-87.799935336
13975283,2025-09-16T12:30:00.000,THEFT,DEPARTMENT STORE,False,False,3,2025,41.963070794,-87.655984213
13968543,2025-09-16T12:30:00.000,CRIMINAL TRESPASS,RESTAURANT,False,False,13,2025,41.994648256,-87.714298517
13969012,2025-09-16T12:25:00.000,DECEPTIVE PRACTICE,SIDEWALK,False,False,8,2025,41.89837293,-87.625035314
13968604,2025-09-16T12:25:00.000,CRIMINAL TRESPASS,RESIDENCE,True,False,43,2025,41.769271606,-87.576383056
13968583,2025-09-16T12:21:00.000,OTHER OFFENSE,STREET,False,False,39,2025,41.812420433,-87.606629552
13969316,2025-09-16T12:17:00.000,ASSAULT,STREET,False,False,11,2025,41.980250724,-87.76717461
13968542,2025-09-16T12:15:00.000,BATTERY,APARTMENT,False,False,24,2025,41.909287666,-87.666435515
13969323,2025-09-16T12:15:00.000,BATTERY,SIDEWALK,False,True,61,2025,41.796997111,-87.651306977
13968541,2025-09-16T12:14:00.000,THEFT,SMALL RETAIL STORE,False,False,44,2025,41.736491541,-87.615385513
13972230,2025-09-16T12:10:00.000,THEFT,SMALL RETAIL STORE,False,False,63,2025,41.803671998,-87.703846021
13971158,2025-09-16T12:04:00.000,THEFT,SMALL RETAIL STORE,False,False,7,2025,41.930906002,-87.644017035
13969917,2025-09-16T12:00:00.000,THEFT,RESIDENCE,False,False,51,2025,41.716670337,-87.564627806
13969944,2025-09-16T12:00:00.000,THEFT,DEPARTMENT STORE,False,False,61,2025,41.80851778,-87.67389704
13968560,2025-09-16T12:00:00.000,BATTERY,STREET,False,True,75,2025,41.691983278,-87.654530057
13970431,2025-09-16T12:00:00.000,THEFT,STREET,False,False,44,2025,41.750523732,-87.622979997
13968739,2025-09-16T12:00:00.000,BATTERY,STREET,False,False,6,2025,41.936210934,-87.657929751
13975643,2025-09-16T12:00:00.000,MOTOR VEHICLE THEFT,STREET,False,False,32,2025,,
13968743,2025-09-16T12:00:00.000,THEFT,ATHLETIC CLUB,False,False,6,2025,41.949746558,-87.673704332
13974232,2025-09-16T12:00:00.000,BURGLARY,APARTMENT,False,False,63,2025,41.795956618,-87.703628143
13968935,2025-09-16T12:00:00.000,CRIMINAL DAMAGE,STREET,False,False,15,2025,41.961792539,-87.764823121
13968678,2025-09-16T11:57:00.000,CRIMINAL DAMAGE,STREET,False,False,3,2025,41.96795676,-87.654807253
13969818,2025-09-16T11:55:00.000,THEFT,SCHOOL - PUBLIC BUILDING,False,False,31,2025,41.845968863,-87.685473571
13975284,2025-09-16T11:53:00.000,THEFT,SMALL RETAIL STORE,False,False,32,2025,41.88171846,-87.627760426
13968995,2025-09-16T11:50:00.000,DECEPTIVE PRACTICE,,False,False,24,2025,41.89845416,-87.688179384
13968588,2025-09-16T11:46:00.000,MOTOR VEHICLE THEFT,STREET,False,False,14,2025,41.968488534,-87.704336685
13968554,2025-09-16T11:45:00.000,CRIMINAL DAMAGE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,14,2025,41.975368669,-87.745851197
13969428,2025-09-16T11:45:00.000,THEFT,HOTEL / MOTEL,False,False,33,2025,41.851949553,-87.618995915
13968474,2025-09-16T11:40:00.000,BATTERY,SCHOOL - PUBLIC GROUNDS,True,False,73,2025,41.721224132,-87.662013664
13968701,2025-09-16T11:39:00.000,ASSAULT,APARTMENT,False,False,39,2025,41.805366666,-87.60647453
13972209,2025-09-16T11:37:00.000,THEFT,APARTMENT,False,False,7,2025,41.92373254,-87.641724146
13968589,2025-09-16T11:37:00.000,BATTERY,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,28,2025,41.888525948,-87.644322264
13968924,2025-09-16T11:35:00.000,BATTERY,SIDEWALK,False,False,75,2025,41.692223651,-87.653410808
13968481,2025-09-16T11:33:00.000,ASSAULT,ALLEY,False,False,60,2025,41.832754487,-87.646153643
13968586,2025-09-16T11:30:00.000,BATTERY,GAS STATION,False,False,50,2025,41.692775546,-87.609424113
13968471,2025-09-16T11:30:00.000,THEFT,SMALL RETAIL STORE,True,False,8,2025,41.893469034,-87.632648229
13969325,2025-09-16T11:30:00.000,THEFT,APARTMENT,False,True,58,2025,41.824935326,-87.70446696
13968499,2025-09-16T11:30:00.000,OTHER OFFENSE,STREET,False,False,32,2025,41.880708104,-87.629919733
13968535,2025-09-16T11:16:00.000,OTHER OFFENSE,GAS STATION,False,False,69,2025,41.764632089,-87.628311641
13968484,2025-09-16T11:15:00.000,WEAPONS VIOLATION,SIDEWALK,False,False,8,2025,41.908446999,-87.638509347
13968595,2025-09-16T11:03:00.000,BATTERY,APARTMENT,False,True,40,2025,41.788303776,-87.625540546
13973752,2025-09-16T11:00:00.000,THEFT,APARTMENT,False,False,31,2025,41.857648028,-87.67718449
13968893,2025-09-16T11:00:00.000,THEFT,SMALL RETAIL STORE,False,False,22,2025,41.915485437,-87.685355169
13968533,2025-09-16T11:00:00.000,ROBBERY,PARK PROPERTY,False,False,66,2025,41.766987261,-87.696056057
13968551,2025-09-16T10:54:00.000,BATTERY,STREET,False,True,69,2025,41.752560727,-87.637448188
13970043,2025-09-16T10:52:00.000,THEFT,DEPARTMENT STORE,False,False,65,2025,41.754592961,-87.741528537
13968910,2025-09-16T10:45:00.000,MOTOR VEHICLE THEFT,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,28,2025,41.880521497,-87.644863603
13968364,2025-09-16T10:45:00.000,BATTERY,STREET,True,False,44,2025,41.743503863,-87.60501807
13968486,2025-09-16T10:45:00.000,CRIMINAL TRESPASS,RESIDENCE,False,True,46,2025,41.736507824,-87.545819043
13968648,2025-09-16T10:42:00.000,NARCOTICS,VEHICLE NON-COMMERCIAL,True,False,61,2025,41.808615285,-87.664183163
13968407,2025-09-16T10:40:00.000,DECEPTIVE PRACTICE,APARTMENT,False,False,20,2025,41.917799138,-87.730245849
13970036,2025-09-16T10:40:00.000,THEFT,SMALL RETAIL STORE,False,False,8,2025,41.893469034,-87.632648229
13968403,2025-09-16T10:40:00.000,BATTERY,STREET,True,True,43,2025,41.77348038,-87.573741714
13968479,2025-09-16T10:37:00.000,BATTERY,STREET,False,True,68,2025,41.784609861,-87.654628247
13968574,2025-09-16T10:30:00.000,DECEPTIVE PRACTICE,STREET,False,False,57,2025,41.812909696,-87.723773239
13970140,2025-09-16T10:30:00.000,BATTERY,SCHOOL - PUBLIC GROUNDS,False,False,33,2025,41.852901521,-87.628275435
13969006,2025-09-16T10:30:00.000,DECEPTIVE PRACTICE,STREET,False,False,41,2025,41.797168101,-87.590383183
13968517,2025-09-16T10:30:00.000,SEX OFFENSE,CTA STATION,False,False,8,2025,41.891911147,-87.61370278
13970019,2025-09-16T10:30:00.000,THEFT,ALLEY,False,False,28,2025,41.888151171,-87.63995963
13968453,2025-09-16T10:30:00.000,THEFT,DEPARTMENT STORE,True,False,22,2025,41.917656022,-87.688750258
13968646,2025-09-16T10:26:00.000,NARCOTICS,VEHICLE NON-COMMERCIAL,True,False,69,2025,41.768542522,-87.623378759
13968473,2025-09-16T10:20:00.000,BATTERY,RESIDENCE,False,True,68,2025,41.76274306,-87.650416285
13968497,2025-09-16T10:19:00.000,BATTERY,APARTMENT,False,True,43,2025,41.758092261,-87.560036078
13968593,2025-09-16T10:15:00.000,ASSAULT,RESIDENCE,False,True,53,2025,41.671442829,-87.651440734
13968561,2025-09-16T10:11:00.000,ASSAULT,OTHER (SPECIFY),False,False,28,2025,41.885702079,-87.642031644
13968634,2025-09-16T10:10:00.000,BATTERY,APARTMENT,False,True,25,2025,41.879924058,-87.764859013
13970721,2025-09-16T10:00:00.000,THEFT,STREET,False,False,38,2025,41.81760057,-87.612998225
13968775,2025-09-16T10:00:00.000,CRIMINAL DAMAGE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,75,2025,41.680418426,-87.662437948
13969569,2025-09-16T10:00:00.000,CRIMINAL DAMAGE,APARTMENT,False,False,38,2025,41.812359379,-87.608258929
13968567,2025-09-16T10:00:00.000,BURGLARY,STREET,False,False,28,2025,41.87650065,-87.642490662
13971543,2025-09-16T10:00:00.000,MOTOR VEHICLE THEFT,STREET,False,False,63,2025,41.787674418,-87.682467353
13969955,2025-09-16T10:00:00.000,CRIMINAL DAMAGE,STREET,False,False,4,2025,41.980569228,-87.680381594
13968508,2025-09-16T10:00:00.000,THEFT,SMALL RETAIL STORE,True,False,32,2025,41.882470918,-87.627847625
13971500,2025-09-16T10:00:00.000,BATTERY,RESIDENCE - YARD (FRONT / BACK),False,False,61,2025,41.795081408,-87.663399816
13968514,2025-09-16T09:57:00.000,BATTERY,HOSPITAL BUILDING / GROUNDS,False,False,6,2025,41.93467909,-87.636706827
13968404,2025-09-16T09:56:00.000,OTHER OFFENSE,RESIDENCE,False,False,67,2025,41.785874909,-87.666803041
13968375,2025-09-16T09:50:00.000,ASSAULT,APARTMENT,True,False,61,2025,41.795081408,-87.663399816
13968467,2025-09-16T09:45:00.000,BATTERY,SIDEWALK,False,False,72,2025,41.721081054,-87.671886997
13968491,2025-09-16T09:40:00.000,THEFT,SMALL RETAIL STORE,False,False,39,2025,41.809670667,-87.594156219
13968413,2025-09-16T09:40:00.000,OFFENSE INVOLVING CHILDREN,STREET,False,False,46,2025,41.747318382,-87.562521662
